StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1. Metadata_Browser,Q1. Metadata_Version,Q1. Metadata_Operating System,Q1. Metadata_Resolution,Q2. Time_First Click,Q2. Time_Last Click,Q2. Time_Page Submit,Q2. Time_Click Count,Q3. Consent,"Q10. GS1, Time_First Click","Q10. GS1, Time_Last Click","Q10. GS1, Time_Page Submit","Q10. GS1, Time_Click Count","Q12. GS1, Option","Q13. GS1, Rating","Q13. GS1, Rationale","Q10. GS2, Time_First Click","Q10. GS2, Time_Last Click","Q10. GS2, Time_Page Submit","Q10. GS2, Time_Click Count","Q12. GS2, Option","Q13. GS2, Rating","Q14. GS2, Rationale","Q10. GS3, Time_First Click","Q10. GS3, Time_Last Click","Q10. GS3, Time_Page Submit","Q10. GS3, Time_Click Count","Q12. GS3, Option.","Q13. GS3, Rating","Q14. GS3, Rationle","Q10. LS1, Time_First Click","Q10. LS1, Time_Last Click","Q10. LS1, Time_Page Submit","Q10. LS1, Time_Click Count","Q12. LS1, Option","Q13. LS1, Rating","Q14. LS1, Rationale","Q10. LS2, Time_First Click","Q10. LS2, Time_Last Click","Q10. LS2, Time_Page Submit","Q10. LS2, Time_Click Count","Q12. LS2, Option","Q13. LS2, Rating","Q14. LS2, Rationale","Q10. LS3, Time_First Click","Q10. LS3, Time_Last Click","Q10. LS3, Time_Page Submit","Q10. LS3, Time_Click Count","Q12. LS3, Option","Q13. LS3, Rating","Q14. LS3, Rationale",Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q. NEP_1,Q. NEP_2,Q. NEP_3,Q. NEP_4,Q. NEP_5,Q. NEP_6,Q. NEP_7,Q. NEP_8,"Q4. Dem, Time1_First Click","Q4. Dem, Time1_Last Click","Q4. Dem, Time1_Page Submit","Q4. Dem, Time1_Click Count",Q5. Age,Q6. Gender,Q6. Gender_4_TEXT,Q8. Ethnicity,Q8. Ethnicity_6_TEXT,"Q7. Dem, Time2_First Click","Q7. Dem, Time2_Last Click","Q7. Dem, Time2_Page Submit","Q7. Dem, Time2_Click Count",Q9. Education,Q10. Country,Q10. Student,Q91,Q62,Q62_2_TEXT,Q63,Q63_2_TEXT,Q61,Condition
6/30/23 9:20,6/30/23 9:29,IP Address,100,537,TRUE,6/30/23 9:29,R_2SC6r8h05h0dO9T,anonymous,EN,0.699999988,Chrome,112.0.0.0,Windows NT 10.0,1600x900,5.765,14.277,15.252,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,42.724,157.865,160.743,3,Proposal A,5: Slight reference for Proposal B,"Now take the risk for B, even if it succeeds, 1/3 of the animals will perish, so be sure about choosing A",,,,,,,,,,,,,,,11.284,51.942,53.124,10,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",2.64,2.64,4.527,1,25 - 34 years old,Female,,White or Caucasian,,4.269,13.148,14.444,3,Bachelor's degree,US,No,No,Yes,,Yes,,,3
6/30/23 10:14,6/30/23 10:17,IP Address,100,229,TRUE,6/30/23 10:17,R_2ttKqqTYt4nAUSi,anonymous,EN,1,Chrome,114.0.0.0,Android 10,360x780,43.044,46.414,47.241,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,13.571,71.862,71.89,15,Proposal B,5: Slight reference for Proposal B,,,,,,,,,,,,,,,,,,,,,,,6.094,54.386,55.34,16,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",1.921,2.648,3.4,2,25 - 34 years old,Female,,Black/African/Caribbean,,2.59,13.846,14.701,8,Bachelor's degree,UK,No,No,Yes,,Yes,,,2
6/30/23 10:26,6/30/23 10:36,IP Address,100,592,TRUE,6/30/23 10:36,R_3EbYbhaXKeC1ONH,anonymous,EN,0.800000012,Chrome,108.0.0.0,Macintosh,1536x864,5.899,17.739,20.47,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.625,363.401,365.44,15,Proposal B,6: Preference for Proposal B,"Life is bigger than days, there is a 1/3 chance to save everyone, and as government officials should mobilize all available resources to save more lives   ",11.703,19.407,20.84,8,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,"1: Strongly
Agree",4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,3.971,3.971,61.5,1,25 - 34 years old,Male,,White or Caucasian,,4.951,41.101,42.053,4,Bachelor's degree,America,No,Yes,Yes,,Yes,,,5
6/30/23 11:28,6/30/23 11:39,IP Address,100,659,TRUE,6/30/23 11:39,R_2uvO2kYP46HWVvF,anonymous,EN,1,Chrome,114.0.0.0,Android 10,360x780,80.675,85.354,85.76,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.491,54.536,74.273,12,Proposal A,4: No preference for Proposal A or B,Both of them are really bad choices so I cannot have a preference ,,,,,,,,1.604,20.787,21.564,16,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",1.127,1.929,2.355,2,25 - 34 years old,Female,,White or Caucasian,,1.299,7.037,7.591,7,Bachelor's degree,Finland ,Yes,No,Yes,,Yes,,,4
6/30/23 19:10,6/30/23 19:23,IP Address,100,772,TRUE,6/30/23 19:23,R_WCpp7rA55qchy9j,anonymous,EN,0.400000006,Chrome,108.0.0.0,Windows NT 10.0,1920x1080,146.195,146.195,147.174,1,"Yes, I provide my consent and want to take part.",,,,,,,,43.471,269.13,363.23,4,Proposal A,4: No preference for Proposal A or B,"If you choose A, you can guarantee the survival of 300 trees, and the probability of B being protected is less than the probability of being protected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.137,44.798,46.184,8,3: Neutral,4: Somewhat Disagree,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,"5: Strongly
Disagree",4.98,5.812,8.917,2,25 - 34 years old,Male,,White or Caucasian,,1.365,36.076,37.398,6,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,Yes,Yes,Yes,,Yes,,Not yet,1
6/30/23 19:10,6/30/23 19:23,IP Address,100,811,TRUE,6/30/23 19:23,R_1gvGQNXJXRGA8Rp,anonymous,EN,0.899999976,Chrome,108.0.0.0,Windows NT 10.0,1920x1080,146.193,146.193,147.173,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,43.54,358.975,363.299,5,Proposal B,4: No preference for Proposal A or B,Choice B is like gambling. You have to lose,,,,,,,,,,,,,,,,,,,,,,39.079,44.74,46.126,8,3: Neutral,4: Somewhat Disagree,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,"5: Strongly
Disagree",4.981,5.813,8.918,2,25 - 34 years old,Female,,Asian,,1.269,35.981,37.303,6,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,Yes,Yes,Yes,,Yes,,Not yet,2
6/30/23 20:48,6/30/23 20:52,IP Address,100,253,TRUE,6/30/23 20:52,R_27jlcHjQmVhKcu5,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,1280x720,10.416,12.049,12.688,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.351,90.2,90.501,8,Proposal B,6: Preference for Proposal B,Maybe fewer people will die this way,1.28,9.202,10.227,10,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,1.96,2.921,3.103,2,35 - 44 years old,Male,,White or Caucasian,,4.916,16.42,17.067,5,Bachelor's degree,"Paris, France",No,No,Yes,,Yes,,none,5
6/30/23 22:12,6/30/23 22:21,IP Address,100,532,TRUE,6/30/23 22:21,R_1doUBi5lYk0FilO,anonymous,EN,,Chrome,107.0.0.0,Windows NT 6.1,1920x1080,48.736,84.367,85.508,11,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,2.162,109.331,115.246,10,Proposal B,5: Slight reference for Proposal B,A 1/3 chance,,,,,,,,,,,,,,,2.003,28.166,29.025,11,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",7.538,7.538,17.444,1,25 - 34 years old,Male,,White or Caucasian,,1.997,42.141,43.001,4,Bachelor's degree,America,No,No,Yes,,Yes,,,3
6/30/23 21:40,7/1/23 0:01,IP Address,100,8444,TRUE,7/1/23 0:01,R_2AGMegBuYKYxlmQ,anonymous,EN,0.800000012,Chrome,108.0.0.0,Windows NT 6.3,1920x1080,5.814,5.814,6.662,1,"Yes, I provide my consent and want to take part.",3.362,7.106,8.514,3,Proposal A,2: Preference for Proposal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567,4.999,6.565,9,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2.352,3.751,4.082,2,45 - 54 years old,Male,,White or Caucasian,,1.459,25.45,27.986,4,Completed high school / secondary school,the United States,No,Yes,Yes,,Yes,,,0
7/1/23 0:01,7/1/23 0:04,IP Address,100,173,TRUE,7/1/23 0:04,R_3PiNmOxUIzuHLsE,anonymous,EN,0.800000012,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,6.397,6.397,7.277,1,"Yes, I provide my consent and want to take part.",2.709,5.749,7.067,3,Proposal A,3: Slight Preference for Propsal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572,4.841,5.921,8,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,2.842,2.842,4.329,1,35 - 44 years old,Female,,White or Caucasian,,81.37,95.992,97.366,3,Completed high school / secondary school,the United States,No,Yes,Yes,,Yes,,,0
7/1/23 0:46,7/1/23 0:52,IP Address,100,327,TRUE,7/1/23 0:52,R_2SrGnQuDHgbX09H,anonymous,EN,1,Chrome,109.0.0.0,Windows NT 10.0,1600x900,12.483,12.483,13.668,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,44.157,149.234,152.998,15,Proposal B,5: Slight reference for Proposal B," If you bet right, you can avoid ocean death.",,,,,,,,,,,,,,,3.623,26.84,28.61,12,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",2.421,2.421,3.689,1,25 - 34 years old,Male,,White or Caucasian,,2.26,9.661,11.053,4,Bachelor's degree,US,No,Yes,Yes,,Yes,,Man should live in harmony with nature,3
7/1/23 0:56,7/1/23 0:58,IP Address,100,119,TRUE,7/1/23 0:58,R_xxRxoXHCp7sW6pb,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,1440x900,8.38,8.38,8.808,1,"Yes, I provide my consent and want to take part.",,,,,,,,0.547,47.455,48.006,6,Proposal B,3: Slight Preference for Propsal A,Not easy to choose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.897,7.747,8.203,12,3: Neutral,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,1.48,1.48,2.245,1,25 - 34 years old,Female,,Black/African/Caribbean,,0.651,11.263,12.086,5,Associates or technical degree,France,No,Yes,Yes,,Yes,,none,1
7/1/23 1:12,7/1/23 1:17,IP Address,100,326,TRUE,7/1/23 1:17,R_3iKHfbIOdJpvzqU,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,1600x1200,64.68,69.039,70.205,7,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,1.027,46.371,47.304,11,Proposal A,1: Strong Preference for Proposal A,Just because I can't gamble with 900 people's lives,,,,,,,,,,,,,,,,,,,,,,9.07,37.421,38.817,19,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",4: Somewhat Disagree,2: Somewhat Agree,2.09,2.09,3.03,1,25 - 34 years old,Male,,White or Caucasian,,5.108,17.13,17.874,4,Associates or technical degree,France,No,No,Yes,,Yes,,Nothing to suggest,2
7/1/23 1:11,7/1/23 1:20,IP Address,100,557,TRUE,7/1/23 1:20,R_2qrBYQ9zWp28yCu,anonymous,EN,,Chrome,109.0.0.0,Windows NT 10.0,480x800,135.677,136.383,137.299,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.819,60.163,65.105,7,Proposal A,2: Preference for Proposal A,空气污染严重,,,,,,,,164.576,174.145,175.304,8,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,3.042,3.042,4.142,1,45 - 54 years old,Male,,Asian,,6,19.904,20.651,13,Bachelor's degree,美国,No,Yes,Yes,,Yes,,减少空气污染多植树发展绿态环境,4
7/1/23 1:11,7/1/23 1:20,IP Address,100,581,TRUE,7/1/23 1:20,R_viW4qwRjlTUyksp,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 10.0,480x800,130.813,130.813,131.708,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,75.101,83.961,91.973,6,Proposal A,3: Slight Preference for Propsal A,污染严重,,,,,,,,,,,,,,,,,,,,,,127.4,135.201,136.368,8,3: Neutral,4: Somewhat Disagree,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,12.195,19.427,38.1,2,35 - 44 years old,Female,,Asian,,2.516,8.564,9.43,4,Bachelor's degree,美国,No,Yes,Yes,,Yes,,减少空气污染,2
7/1/23 1:39,7/1/23 1:48,IP Address,100,530,TRUE,7/1/23 1:48,R_XMoLodj1bLLsM5r,anonymous,EN,,Chrome,109.0.0.0,Windows NT 6.1,480x800,32.283,33.698,34.683,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.915,71.673,78.603,4,Proposal B,5: Slight reference for Proposal B,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,24.138,63.196,64.708,9,3: Neutral,3: Neutral,4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,17.172,40.186,40.948,2,25 - 34 years old,Female,,Black/African/Caribbean,,32.742,121.535,122.654,6,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",美国,Yes,Yes,Yes,,Yes,,"Determine the research objectives and questions: Before starting the research, it is necessary to clarify the research objectives and questions in order to determine the direction and scope of the research and avoid aimless research",5
7/1/23 1:39,7/1/23 1:48,IP Address,100,587,TRUE,7/1/23 1:48,R_1FxodwWOgksSmfg,anonymous,EN,,Chrome,109.0.0.0,Windows NT 10.0,480x800,9.521,11.264,12.703,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,6.121,214.329,216.677,6,Proposal A,4: No preference for Proposal A or B,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,,,,,,,,,,,,,,,10.655,18.514,19.579,8,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,1.235,1.235,2.586,1,25 - 34 years old,Female,,Asian,,36.412,127.701,128.205,5,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",美国,No,Yes,Yes,,Yes,,"According to the research objectives and questions, select appropriate research methods and tools, such as questionnaire, interview, observation, etc., in order to obtain more accurate and comprehensive",3
7/1/23 1:39,7/1/23 1:49,IP Address,100,598,TRUE,7/1/23 1:49,R_pGhoEKhiwHyLeZX,anonymous,EN,0.899999976,Chrome,109.0.0.0,Windows NT 10.0,480x800,48.079,49.982,55.349,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.337,80.418,84.732,4,Proposal B,4: No preference for Proposal A or B,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,,,,,,,,42.726,53.407,54.102,9,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,3: Neutral,3: Neutral,2: Somewhat Agree,27.499,44.788,45.403,2,35 - 44 years old,Male,,White or Caucasian,,37.5,109.507,120.429,6,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",美国,Yes,Yes,Yes,,Yes,,"Develop a detailed research plan, including research time, place, objects, methods, tools, etc., to ensure that the research process is carried out in an orderly manner",4
7/1/23 0:06,7/1/23 2:00,IP Address,100,6877,TRUE,7/1/23 2:00,R_R7YnCdjma1zKVHj,anonymous,EN,0.800000012,Chrome,108.0.0.0,Windows NT 6.3,1920x1080,6.489,9.001,9.992,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.347,15.026,18.615,4,Proposal A,3: Slight Preference for Propsal A,no,2.915,6.539,7.906,8,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,3: Neutral,2.557,2.557,4.13,1,45 - 54 years old,Male,,White or Caucasian,,1.596,38.366,40.581,8,Associates or technical degree,the United States,Yes,Yes,Yes,,Yes,,,5
7/1/23 6:36,7/1/23 6:40,IP Address,100,256,TRUE,7/1/23 6:40,R_3fN6ejrc5Mzyx4p,anonymous,EN,0.899999976,Chrome,114.0.0.0,Android 10,412x906,2.561,5.328,5.965,6,"Yes, I provide my consent and want to take part.",,,,,,,,4.843,58.287,169.794,17,Proposal A,3: Slight Preference for Propsal A,"I felt that ideally the less trees are left the more important it is to protect them, so while the best possible outcome is for all trees to survive, 300 is more than one third as good.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.151,29.694,30.354,20,"5: Strongly
Disagree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",4: Somewhat Disagree,"1: Strongly
Agree","1: Strongly
Agree",1.202,2.342,2.947,3,18 - 24 years old,Male,,White or Caucasian,,3.602,10.307,10.982,9,Bachelor's degree,Norway,Yes,No,Yes,,Yes,,,1
7/1/23 14:38,7/1/23 14:40,IP Address,100,120,TRUE,7/1/23 14:40,R_d4t4KzFDl27o8St,anonymous,EN,0.899999976,Chrome,110.0.0.0,Windows NT 10.0,1920x1080,6.807,6.807,7.798,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,13.981,43.124,44.298,5,Proposal B,5: Slight reference for Proposal B,find oneself,,,,,,,,,,,,,,,3.371,7.597,8.289,8,3: Neutral,3: Neutral,4: Somewhat Disagree,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,4: Somewhat Disagree,3.227,3.227,4.128,1,55 - 64 years old,Female,,White or Caucasian,,1.712,8.592,10.055,3,Bachelor's degree,America,No,Yes,Yes,,Yes,,no,3
7/1/23 14:48,7/1/23 15:17,IP Address,100,1736,TRUE,7/1/23 15:17,R_1o6AzzroM1rH00w,anonymous,EN,0.899999976,Chrome,114.0.0.0,Windows NT 10.0,1920x1080,337.974,423.911,424.934,10,"Yes, I provide my consent and want to take part.",,,,,,,,54.044,84.76,93.106,5,Proposal A,1: Strong Preference for Proposal A,The chances of Proposal B to pass are too slim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.938,53.267,55.743,11,4: Somewhat Disagree,4: Somewhat Disagree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",4: Somewhat Disagree,2: Somewhat Agree,2: Somewhat Agree,1.952,1.952,3.141,1,35 - 44 years old,Male,,White or Caucasian,,2.1,6.469,7.533,3,Bachelor's degree,Portugal,No,No,Yes,,Yes,,,1
7/1/23 15:41,7/1/23 15:48,IP Address,100,409,TRUE,7/1/23 15:48,R_2XmMgYHu6oTOR97,anonymous,EN,1,Firefox,114,Windows NT 10.0,1920x1080,100.293,100.293,101.651,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.719,71.319,117.818,3,Proposal A,3: Slight Preference for Propsal A,"While both policies, on average, result in the same number of deaths, a straight reduction of deaths makes more sense for a one-time implementation of policy.",5.081,35.941,37.593,8,"5: Strongly
Disagree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",1.781,1.781,3.66,1,35 - 44 years old,Male,,White or Caucasian,,2.002,5.453,11.995,5,Bachelor's degree,United States of America,Yes,Yes,Yes,,Yes,,,5
7/1/23 18:13,7/1/23 18:27,IP Address,100,856,TRUE,7/1/23 18:27,R_2saOAfLuUzwLhW1,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1280x800,93.462,94.144,94.999,2,"Yes, I provide my consent and want to take part.",177.687,198.359,199.022,8,Proposal A,2: Preference for Proposal A,I would rather save 300 than possibly kill even more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.929,14.79,15.721,22,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,2: Somewhat Agree,2: Somewhat Agree,0.959,1.808,2.484,2,25 - 34 years old,Female,,White or Caucasian,,1.5,5.664,6.987,4,Bachelor's degree,USA,No,No,Yes,,Yes,,,0
7/2/23 18:56,7/2/23 19:05,IP Address,100,537,TRUE,7/2/23 19:05,R_11bU0B0YHaj3uHN,anonymous,EN,0.800000012,Chrome,93.0.4577.63,Windows NT 6.1,1920x1080,43.572,52.772,59.55,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,118.189,123.087,126.559,3,Proposal A,3: Slight Preference for Propsal A,The risk of Plan A is lower,,,,,,,,,,,,,,,12.811,36.798,40.847,10,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,4: Somewhat Disagree,"1: Strongly
Agree",2.52,2.52,7.723,1,25 - 34 years old,Male,,White or Caucasian,,0.745,88.139,90.959,4,Bachelor's degree,the United States,Yes,Yes,Yes,,Yes,,More detail is better,3
7/2/23 20:53,7/2/23 21:03,IP Address,100,608,TRUE,7/2/23 21:04,R_1mmgInLRnn7YTMC,anonymous,EN,0.899999976,Chrome,93.0.4577.63,Windows NT 10.0,1920x1080,111.848,150.66,151.573,3,"Yes, I provide my consent and want to take part.",11.884,79.653,80.723,4,Proposal A,3: Slight Preference for Propsal A,There are animals that will survive much better than Plan two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,54.337,55.984,10,4: Somewhat Disagree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,250.254,250.254,251.519,1,25 - 34 years old,Male,,White or Caucasian,,3.433,7.692,9.081,3,Associates or technical degree,uuk,Yes,Yes,"No, please describe:",,Yes,,nono,0
7/3/23 6:50,7/3/23 6:53,IP Address,100,205,TRUE,7/3/23 6:53,R_1gO3GfjzD48jXJw,anonymous,EN,0.100000001,Chrome,109.0.0.0,Windows NT 10.0,480x800,5.567,21.543,22.168,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.051,25.371,25.373,4,Proposal A,3: Slight Preference for Propsal A,,4.904,26.256,28.128,8,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",2: Somewhat Agree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,2.088,2.088,3.471,1,25 - 34 years old,Male,,White or Caucasian,,3.214,16.893,17.241,5,Completed high school / secondary school,America,No,Yes,Yes,,Yes,,,5
7/3/23 10:08,7/3/23 10:15,IP Address,100,412,TRUE,7/3/23 10:15,R_2Slx3aGJLY67HV7,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 6.1,480x800,2.437,3.547,4.983,2,"Yes, I provide my consent and want to take part.",7.534,112.143,113.635,14,Proposal A,1: Strong Preference for Proposal A,Protect animal life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.218,50.736,51.133,14,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",20.817,22.739,23.296,2,25 - 34 years old,Female,,White or Caucasian,,16.435,36.093,44.205,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",China,Yes,Yes,Yes,,Yes,,There is no,0
7/3/23 10:12,7/3/23 10:15,IP Address,100,177,TRUE,7/3/23 10:15,R_2axBKeXirx08fEl,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,6.712,6.712,7.381,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,51.747,58.272,59.956,7,Proposal A,4: No preference for Proposal A or B,e the rationale for your preference rating,,,,,,,,,,,,,,,,,,,,,,4.188,9.052,10.137,8,2: Somewhat Agree,"1: Strongly
Agree",3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,4: Somewhat Disagree,1.726,1.726,3.132,1,18 - 24 years old,Female,,Black/African/Caribbean,,0.935,9.08,9.305,6,Associates or technical degree,rimary country of residence? ,Yes,Yes,Yes,,Yes,,NO,2
7/4/23 0:50,7/4/23 0:56,IP Address,100,341,TRUE,7/4/23 0:56,R_2V2Q3fNGxLv0XzT,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,16.331,17.833,18.135,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.296,111.314,115.629,8,Proposal A,2: Preference for Proposal A,Proposition A Insurance,,,,,,,,13.502,49.02,51.005,8,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,2.448,2.448,4.181,1,25 - 34 years old,Male,,White or Caucasian,,4.985,25.379,26.483,4,Associates or technical degree,America,No,Yes,Yes,,Yes,,无,4
7/4/23 0:50,7/4/23 0:57,IP Address,100,454,TRUE,7/4/23 0:57,R_C3IlEpyazR71BCN,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,14.162,26.033,26.777,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345,116.298,118.659,6,Proposal A,2: Preference for Proposal A,Proposition A Insurance,5.601,47.834,49.639,9,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,2.798,5.851,6.951,2,25 - 34 years old,Male,,White or Caucasian,,14.744,22.735,23.96,6,Associates or technical degree,America,No,Yes,Yes,,Yes,,无,5
